t_mono,wall_ts,model,phase,gpu_w,gpu_temp_c,cpu_temp_c,cpu_pct,reasoning_mode
10738.106,,gemma3:4b,run1_p10,78.20,55.0,,,n/a
10738.632,,gemma3:4b,run1_p10,78.10,55.0,,,n/a
10739.158,,gemma3:4b,run1_p10,78.35,55.0,,,n/a
10739.685,,gemma3:4b,run1_p10,78.31,55.0,,,n/a
10740.208,,gemma3:4b,run1_p10,78.78,55.0,,,n/a
10740.735,,gemma3:4b,run1_p10,79.66,55.0,,,n/a
10741.260,,gemma3:4b,run1_p10,79.82,55.0,,,n/a
10741.783,,gemma3:4b,run1_p10,79.70,55.0,,,n/a
10742.306,,gemma3:4b,run1_p10,79.89,54.0,,,n/a
10742.829,,gemma3:4b,run1_p10,79.66,55.0,,,n/a
10743.354,,gemma3:4b,run1_p10,79.55,55.0,,,n/a
10743.876,,gemma3:4b,run1_p10,79.61,55.0,,,n/a
10744.399,,gemma3:4b,run1_p10,79.86,55.0,,,n/a
10744.923,,gemma3:4b,run1_p10,79.72,55.0,,,n/a
10745.453,,gemma3:4b,run1_p10,79.82,55.0,,,n/a
10745.976,,gemma3:4b,run1_p10,80.08,54.0,,,n/a
10746.505,,gemma3:4b,run1_p10,93.99,55.0,,,n/a
10747.036,,gemma3:4b,run1_p11,105.25,61.0,,,n/a
10747.558,,gemma3:4b,run1_p11,99.53,51.0,,,n/a
10748.082,,gemma3:4b,run1_p11,109.00,62.0,,,n/a
10748.606,,gemma3:4b,run1_p11,126.62,62.0,,,n/a
10749.130,,gemma3:4b,run1_p11,128.34,62.0,,,n/a
10749.652,,gemma3:4b,run1_p11,128.51,63.0,,,n/a
10750.182,,gemma3:4b,run1_p11,128.00,62.0,,,n/a
10750.705,,gemma3:4b,run1_p11,128.03,62.0,,,n/a
10751.233,,gemma3:4b,run1_p11,126.94,62.0,,,n/a
10751.756,,gemma3:4b,run1_p11,124.47,63.0,,,n/a
10752.300,,gemma3:4b,run1_p11,115.46,59.0,,,n/a
10752.822,,gemma3:4b,run1_p11,109.15,61.0,,,n/a
10753.345,,gemma3:4b,run1_p11,119.03,63.0,,,n/a
10753.868,,gemma3:4b,run1_p11,127.30,63.0,,,n/a
10754.390,,gemma3:4b,run1_p11,127.02,63.0,,,n/a
10754.914,,gemma3:4b,run1_p11,126.81,63.0,,,n/a
10755.437,,gemma3:4b,run1_p11,127.03,63.0,,,n/a
10755.960,,gemma3:4b,run1_p11,126.58,64.0,,,n/a
10756.483,,gemma3:4b,run1_p11,126.38,63.0,,,n/a
10757.005,,gemma3:4b,run1_p11,126.43,63.0,,,n/a
10757.529,,gemma3:4b,run1_p11,126.35,63.0,,,n/a
10758.053,,gemma3:4b,run1_p11,126.39,64.0,,,n/a
10758.583,,gemma3:4b,run1_p11,126.44,64.0,,,n/a
10759.115,,gemma3:4b,run1_p11,126.69,63.0,,,n/a
10759.654,,gemma3:4b,run1_p11,126.32,63.0,,,n/a
10760.181,,gemma3:4b,run1_p11,125.76,63.0,,,n/a
10760.751,,gemma3:4b,run1_p11,126.34,63.0,,,n/a
10761.275,,gemma3:4b,run1_p11,127.32,64.0,,,n/a
10761.804,,gemma3:4b,run1_p11,126.69,64.0,,,n/a
10762.333,,gemma3:4b,run1_p11,124.63,63.0,,,n/a
10762.855,,gemma3:4b,run1_p11,124.83,63.0,,,n/a
10763.381,,gemma3:4b,run1_p11,124.69,63.0,,,n/a
10763.916,,gemma3:4b,run1_p11,123.91,63.0,,,n/a
10764.459,,gemma3:4b,run1_p12,103.94,63.0,,,n/a
10764.983,,gemma3:4b,run1_p12,73.22,52.0,,,n/a
10765.507,,gemma3:4b,run1_p12,64.46,56.0,,,n/a
10766.032,,gemma3:4b,run1_p12,79.88,57.0,,,n/a
10766.555,,gemma3:4b,run1_p12,79.65,56.0,,,n/a
10767.077,,gemma3:4b,run1_p12,79.38,56.0,,,n/a
10767.600,,gemma3:4b,run1_p12,79.33,56.0,,,n/a
10768.125,,gemma3:4b,run1_p12,79.64,56.0,,,n/a
10768.651,,gemma3:4b,run1_p13,58.74,56.0,,,n/a
10769.177,,gemma3:4b,run1_p13,47.42,54.0,,,n/a
10769.728,,gemma3:4b,run1_p13,78.65,60.0,,,n/a
10770.254,,gemma3:4b,run1_p13,111.76,63.0,,,n/a
10770.782,,gemma3:4b,run1_p13,128.19,63.0,,,n/a
10771.307,,gemma3:4b,run1_p13,128.05,63.0,,,n/a
10771.835,,gemma3:4b,run1_p13,126.75,64.0,,,n/a
10772.361,,gemma3:4b,run1_p13,126.66,63.0,,,n/a
10772.884,,gemma3:4b,run1_p13,127.01,63.0,,,n/a
10773.408,,gemma3:4b,run1_p13,127.24,64.0,,,n/a
10773.933,,gemma3:4b,run1_p13,127.26,64.0,,,n/a
10774.457,,gemma3:4b,run1_p13,127.43,64.0,,,n/a
10774.980,,gemma3:4b,run1_p13,126.73,64.0,,,n/a
10775.507,,gemma3:4b,run1_p13,126.11,63.0,,,n/a
10776.032,,gemma3:4b,run1_p13,126.45,64.0,,,n/a
10776.556,,gemma3:4b,run1_p13,126.42,64.0,,,n/a
10777.080,,gemma3:4b,run1_p13,126.30,64.0,,,n/a
10777.604,,gemma3:4b,run1_p13,125.26,64.0,,,n/a
10778.129,,gemma3:4b,run1_p13,126.04,64.0,,,n/a
10778.656,,gemma3:4b,run1_p14,97.54,54.0,,,n/a
10779.178,,gemma3:4b,run1_p14,82.48,61.0,,,n/a
10779.705,,gemma3:4b,run1_p14,104.41,64.0,,,n/a
10780.232,,gemma3:4b,run1_p14,127.61,64.0,,,n/a
10780.755,,gemma3:4b,run1_p14,127.66,64.0,,,n/a
10781.289,,gemma3:4b,run1_p14,127.50,64.0,,,n/a
10781.813,,gemma3:4b,run1_p14,127.30,64.0,,,n/a
10782.336,,gemma3:4b,run1_p14,124.53,62.0,,,n/a
10782.859,,gemma3:4b,run1_p14,124.75,64.0,,,n/a
10783.381,,gemma3:4b,run1_p14,126.93,64.0,,,n/a
10783.908,,gemma3:4b,run1_p14,127.46,63.0,,,n/a
10784.431,,gemma3:4b,run1_p14,127.94,64.0,,,n/a
10784.954,,gemma3:4b,run1_p14,124.84,64.0,,,n/a
10785.480,,gemma3:4b,run1_p14,122.35,64.0,,,n/a
10786.013,,gemma3:4b,run1_p14,123.09,63.0,,,n/a
10786.538,,gemma3:4b,run1_p14,123.09,64.0,,,n/a
10787.060,,gemma3:4b,run1_p14,123.56,64.0,,,n/a
10787.587,,gemma3:4b,run1_p14,125.39,65.0,,,n/a
10788.111,,gemma3:4b,run1_p14,126.42,64.0,,,n/a
10788.637,,gemma3:4b,run1_p14,125.12,64.0,,,n/a
10789.162,,gemma3:4b,run1_p14,125.01,64.0,,,n/a
10789.686,,gemma3:4b,run1_p14,123.67,63.0,,,n/a
10790.212,,gemma3:4b,run1_p14,124.75,64.0,,,n/a
10790.748,,gemma3:4b,run1_p14,126.35,64.0,,,n/a
10791.272,,gemma3:4b,run1_p14,127.34,65.0,,,n/a
10791.798,,gemma3:4b,run1_p14,126.06,63.0,,,n/a
10792.325,,gemma3:4b,run1_p14,124.32,64.0,,,n/a
10792.853,,gemma3:4b,run1_p14,124.31,65.0,,,n/a
10793.376,,gemma3:4b,run1_p14,116.53,63.0,,,n/a
10793.902,,gemma3:4b,run1_p14,103.32,61.0,,,n/a
10794.432,,gemma3:4b,run2_p0,68.55,58.0,,,n/a
10794.960,,gemma3:4b,run2_p0,50.52,51.0,,,n/a
10795.484,,gemma3:4b,run2_p1,51.17,56.0,,,n/a
10796.009,,gemma3:4b,run2_p1,53.27,51.0,,,n/a
10796.560,,gemma3:4b,run2_p1,66.16,56.0,,,n/a
10797.086,,gemma3:4b,run2_p1,89.66,62.0,,,n/a
10797.611,,gemma3:4b,run2_p1,116.58,64.0,,,n/a
10798.135,,gemma3:4b,run2_p1,129.02,63.0,,,n/a
10798.689,,gemma3:4b,run2_p2,114.25,59.0,,,n/a
10799.213,,gemma3:4b,run2_p2,95.21,62.0,,,n/a
10799.739,,gemma3:4b,run2_p3,94.10,59.0,,,n/a
10800.266,,gemma3:4b,run2_p3,95.62,61.0,,,n/a
10800.790,,gemma3:4b,run2_p3,103.13,63.0,,,n/a
10801.314,,gemma3:4b,run2_p3,127.06,64.0,,,n/a
10801.849,,gemma3:4b,run2_p4,97.84,55.0,,,n/a
10802.374,,gemma3:4b,run2_p4,79.20,55.0,,,n/a
10802.906,,gemma3:4b,run2_p5,82.76,63.0,,,n/a
10803.430,,gemma3:4b,run2_p5,86.56,52.0,,,n/a
10803.954,,gemma3:4b,run2_p5,105.16,63.0,,,n/a
10804.479,,gemma3:4b,run2_p6,95.82,64.0,,,n/a
10805.002,,gemma3:4b,run2_p6,79.64,62.0,,,n/a
10805.530,,gemma3:4b,run2_p6,104.33,63.0,,,n/a
10806.055,,gemma3:4b,run2_p6,128.29,64.0,,,n/a
10806.577,,gemma3:4b,run2_p6,128.27,63.0,,,n/a
10807.105,,gemma3:4b,run2_p6,128.17,64.0,,,n/a
10807.632,,gemma3:4b,run2_p6,127.79,65.0,,,n/a
10808.155,,gemma3:4b,run2_p6,127.25,64.0,,,n/a
10808.680,,gemma3:4b,run2_p6,126.90,64.0,,,n/a
10809.204,,gemma3:4b,run2_p6,126.90,64.0,,,n/a
10809.729,,gemma3:4b,run2_p6,126.33,64.0,,,n/a
10810.257,,gemma3:4b,run2_p6,125.99,64.0,,,n/a
10810.782,,gemma3:4b,run2_p6,127.32,64.0,,,n/a
10811.306,,gemma3:4b,run2_p6,128.19,64.0,,,n/a
10811.829,,gemma3:4b,run2_p6,127.84,64.0,,,n/a
10812.352,,gemma3:4b,run2_p6,127.68,65.0,,,n/a
10812.877,,gemma3:4b,run2_p6,128.08,64.0,,,n/a
10813.403,,gemma3:4b,run2_p6,128.11,65.0,,,n/a
10813.929,,gemma3:4b,run2_p6,126.42,64.0,,,n/a
10814.456,,gemma3:4b,run2_p6,125.63,65.0,,,n/a
10814.979,,gemma3:4b,run2_p6,126.05,64.0,,,n/a
10815.502,,gemma3:4b,run2_p6,127.04,64.0,,,n/a
10816.066,,gemma3:4b,run2_p7,127.31,64.0,,,n/a
10816.591,,gemma3:4b,run2_p7,110.49,62.0,,,n/a
10817.114,,gemma3:4b,run2_p7,110.93,65.0,,,n/a
10817.640,,gemma3:4b,run2_p7,128.61,65.0,,,n/a
10818.163,,gemma3:4b,run2_p7,129.04,65.0,,,n/a
10818.694,,gemma3:4b,run2_p7,127.88,65.0,,,n/a
10819.217,,gemma3:4b,run2_p7,126.57,65.0,,,n/a
10819.743,,gemma3:4b,run2_p7,127.66,65.0,,,n/a
10820.271,,gemma3:4b,run2_p7,128.63,65.0,,,n/a
10820.797,,gemma3:4b,run2_p7,128.68,65.0,,,n/a
10821.321,,gemma3:4b,run2_p7,127.89,65.0,,,n/a
10821.852,,gemma3:4b,run2_p7,127.65,65.0,,,n/a
10822.378,,gemma3:4b,run2_p7,127.77,65.0,,,n/a
10822.905,,gemma3:4b,run2_p7,127.90,65.0,,,n/a
10823.433,,gemma3:4b,run2_p7,127.16,65.0,,,n/a
10823.961,,gemma3:4b,run2_p7,126.51,65.0,,,n/a
10824.491,,gemma3:4b,run2_p7,127.05,66.0,,,n/a
10825.016,,gemma3:4b,run2_p7,128.02,65.0,,,n/a
10825.538,,gemma3:4b,run2_p7,128.51,65.0,,,n/a
10826.065,,gemma3:4b,run2_p7,128.42,65.0,,,n/a
10826.587,,gemma3:4b,run2_p7,127.21,65.0,,,n/a
10827.113,,gemma3:4b,run2_p7,126.44,65.0,,,n/a
10827.644,,gemma3:4b,run2_p7,126.23,64.0,,,n/a
10828.168,,gemma3:4b,run2_p7,126.67,64.0,,,n/a
10828.692,,gemma3:4b,run2_p7,128.36,64.0,,,n/a
10829.215,,gemma3:4b,run2_p7,128.64,64.0,,,n/a
10829.753,,gemma3:4b,run2_p8,118.13,65.0,,,n/a
10830.277,,gemma3:4b,run2_p8,98.95,54.0,,,n/a
10830.800,,gemma3:4b,run2_p8,109.31,65.0,,,n/a
10831.323,,gemma3:4b,run2_p8,128.24,65.0,,,n/a
10831.845,,gemma3:4b,run2_p8,127.84,65.0,,,n/a
10832.369,,gemma3:4b,run2_p8,127.97,64.0,,,n/a
10832.898,,gemma3:4b,run2_p8,127.88,65.0,,,n/a
10833.422,,gemma3:4b,run2_p8,128.24,63.0,,,n/a
10833.944,,gemma3:4b,run2_p8,127.74,64.0,,,n/a
10834.465,,gemma3:4b,run2_p8,127.88,65.0,,,n/a
10834.989,,gemma3:4b,run2_p8,129.05,65.0,,,n/a
10835.514,,gemma3:4b,run2_p8,128.43,64.0,,,n/a
10836.040,,gemma3:4b,run2_p8,127.43,65.0,,,n/a
10836.565,,gemma3:4b,run2_p8,127.33,65.0,,,n/a
10837.088,,gemma3:4b,run2_p8,127.31,66.0,,,n/a
10837.619,,gemma3:4b,run2_p8,128.10,65.0,,,n/a
10838.144,,gemma3:4b,run2_p8,128.18,65.0,,,n/a
10838.667,,gemma3:4b,run2_p8,128.27,65.0,,,n/a
10839.198,,gemma3:4b,run2_p8,128.37,66.0,,,n/a
10839.728,,gemma3:4b,run2_p8,128.01,66.0,,,n/a
10840.254,,gemma3:4b,run2_p8,127.97,65.0,,,n/a
10840.778,,gemma3:4b,run2_p8,127.64,65.0,,,n/a
10841.302,,gemma3:4b,run2_p8,126.83,65.0,,,n/a
10841.828,,gemma3:4b,run2_p8,126.53,65.0,,,n/a
10842.352,,gemma3:4b,run2_p8,126.70,66.0,,,n/a
10842.877,,gemma3:4b,run2_p9,127.64,65.0,,,n/a
10843.403,,gemma3:4b,run2_p9,110.78,64.0,,,n/a
10843.926,,gemma3:4b,run2_p9,111.22,65.0,,,n/a
10844.455,,gemma3:4b,run2_p9,129.44,66.0,,,n/a
10844.980,,gemma3:4b,run2_p9,129.44,65.0,,,n/a
10845.505,,gemma3:4b,run2_p10,119.63,65.0,,,n/a
10846.028,,gemma3:4b,run2_p10,103.28,60.0,,,n/a
10846.554,,gemma3:4b,run2_p10,112.33,65.0,,,n/a
10847.079,,gemma3:4b,run2_p10,126.92,64.0,,,n/a
10847.601,,gemma3:4b,run2_p10,125.88,65.0,,,n/a
10848.128,,gemma3:4b,run2_p10,127.45,66.0,,,n/a
10848.656,,gemma3:4b,run2_p10,128.85,65.0,,,n/a
10849.192,,gemma3:4b,run2_p10,128.38,65.0,,,n/a
10849.728,,gemma3:4b,run2_p10,127.63,65.0,,,n/a
10850.261,,gemma3:4b,run2_p10,126.79,65.0,,,n/a
10850.786,,gemma3:4b,run2_p10,127.01,65.0,,,n/a
10851.313,,gemma3:4b,run2_p10,127.63,65.0,,,n/a
10851.842,,gemma3:4b,run2_p10,127.36,65.0,,,n/a
10852.370,,gemma3:4b,run2_p10,127.13,64.0,,,n/a
10852.896,,gemma3:4b,run2_p10,126.60,66.0,,,n/a
10853.421,,gemma3:4b,run2_p10,126.99,65.0,,,n/a
10853.948,,gemma3:4b,run2_p10,127.24,65.0,,,n/a
10854.494,,gemma3:4b,run2_p10,127.52,65.0,,,n/a
10855.018,,gemma3:4b,run2_p10,127.96,65.0,,,n/a
10855.541,,gemma3:4b,run2_p10,127.27,65.0,,,n/a
10856.070,,gemma3:4b,run2_p10,127.08,65.0,,,n/a
10856.595,,gemma3:4b,run2_p10,128.00,66.0,,,n/a
10857.169,,gemma3:4b,run2_p11,123.39,66.0,,,n/a
10857.727,,gemma3:4b,run2_p11,109.94,56.0,,,n/a
10858.251,,gemma3:4b,run2_p11,115.35,65.0,,,n/a
10858.777,,gemma3:4b,run2_p11,129.22,66.0,,,n/a
10859.302,,gemma3:4b,run2_p11,128.67,66.0,,,n/a
10859.829,,gemma3:4b,run2_p11,128.35,66.0,,,n/a
10860.354,,gemma3:4b,run2_p11,128.11,65.0,,,n/a
10860.878,,gemma3:4b,run2_p11,127.81,65.0,,,n/a
10861.404,,gemma3:4b,run2_p11,127.52,65.0,,,n/a
10861.928,,gemma3:4b,run2_p11,126.56,65.0,,,n/a
10862.452,,gemma3:4b,run2_p11,127.77,66.0,,,n/a
10862.977,,gemma3:4b,run2_p11,129.15,65.0,,,n/a
10863.501,,gemma3:4b,run2_p11,129.36,66.0,,,n/a
10864.025,,gemma3:4b,run2_p11,128.73,66.0,,,n/a
10864.547,,gemma3:4b,run2_p11,128.21,66.0,,,n/a
10865.072,,gemma3:4b,run2_p11,128.26,66.0,,,n/a
10865.593,,gemma3:4b,run2_p11,127.29,65.0,,,n/a
10866.115,,gemma3:4b,run2_p11,127.51,65.0,,,n/a
10866.641,,gemma3:4b,run2_p11,128.23,66.0,,,n/a
10867.165,,gemma3:4b,run2_p11,129.41,66.0,,,n/a
10867.688,,gemma3:4b,run2_p11,129.55,66.0,,,n/a
10868.210,,gemma3:4b,run2_p11,129.27,66.0,,,n/a
10868.738,,gemma3:4b,run2_p11,128.71,65.0,,,n/a
10869.264,,gemma3:4b,run2_p11,127.67,65.0,,,n/a
10869.786,,gemma3:4b,run2_p11,127.48,66.0,,,n/a
10870.310,,gemma3:4b,run2_p11,127.43,65.0,,,n/a
10870.836,,gemma3:4b,run2_p11,127.53,65.0,,,n/a
10871.358,,gemma3:4b,run2_p11,127.36,65.0,,,n/a
10871.880,,gemma3:4b,run2_p11,127.27,65.0,,,n/a
10872.408,,gemma3:4b,run2_p11,127.47,65.0,,,n/a
10872.942,,gemma3:4b,run2_p11,127.32,65.0,,,n/a
10873.464,,gemma3:4b,run2_p11,126.80,65.0,,,n/a
10873.988,,gemma3:4b,run2_p11,127.76,66.0,,,n/a
10874.563,,gemma3:4b,run2_p12,128.89,66.0,,,n/a
10875.085,,gemma3:4b,run2_p12,111.82,57.0,,,n/a
10875.611,,gemma3:4b,run2_p12,110.77,65.0,,,n/a
10876.137,,gemma3:4b,run2_p12,126.60,65.0,,,n/a
10876.670,,gemma3:4b,run2_p12,126.97,65.0,,,n/a
10877.194,,gemma3:4b,run2_p12,127.84,66.0,,,n/a
10877.717,,gemma3:4b,run2_p12,128.67,65.0,,,n/a
10878.251,,gemma3:4b,run2_p13,113.38,60.0,,,n/a
10878.776,,gemma3:4b,run2_p13,96.39,63.0,,,n/a
10879.300,,gemma3:4b,run2_p13,104.21,66.0,,,n/a
10879.833,,gemma3:4b,run2_p13,128.82,65.0,,,n/a
10880.365,,gemma3:4b,run2_p13,128.51,66.0,,,n/a
10880.898,,gemma3:4b,run2_p13,129.51,66.0,,,n/a
10881.423,,gemma3:4b,run2_p13,129.65,65.0,,,n/a
10881.950,,gemma3:4b,run2_p13,128.90,66.0,,,n/a
10882.476,,gemma3:4b,run2_p13,128.74,66.0,,,n/a
10882.999,,gemma3:4b,run2_p13,129.00,65.0,,,n/a
10883.525,,gemma3:4b,run2_p13,128.99,66.0,,,n/a
10884.050,,gemma3:4b,run2_p13,128.30,65.0,,,n/a
10884.577,,gemma3:4b,run2_p13,129.04,66.0,,,n/a
10885.101,,gemma3:4b,run2_p13,127.80,66.0,,,n/a
10885.626,,gemma3:4b,run2_p13,125.02,65.0,,,n/a
10886.150,,gemma3:4b,run2_p13,124.39,65.0,,,n/a
10886.685,,gemma3:4b,run2_p13,125.03,65.0,,,n/a
10887.208,,gemma3:4b,run2_p13,126.22,65.0,,,n/a
10887.732,,gemma3:4b,run2_p13,127.14,65.0,,,n/a
10888.258,,gemma3:4b,run2_p13,127.49,65.0,,,n/a
10888.787,,gemma3:4b,run2_p13,127.60,65.0,,,n/a
10889.311,,gemma3:4b,run2_p13,128.21,66.0,,,n/a
10889.837,,gemma3:4b,run2_p14,102.88,56.0,,,n/a
10890.377,,gemma3:4b,run2_p14,84.87,62.0,,,n/a
10890.901,,gemma3:4b,run2_p14,110.24,65.0,,,n/a
10891.429,,gemma3:4b,run2_p14,128.72,65.0,,,n/a
10891.958,,gemma3:4b,run2_p14,129.08,66.0,,,n/a
10892.488,,gemma3:4b,run2_p14,128.63,65.0,,,n/a
10893.011,,gemma3:4b,run2_p14,127.99,65.0,,,n/a
10893.536,,gemma3:4b,run2_p14,128.01,65.0,,,n/a
10894.059,,gemma3:4b,run2_p14,128.56,66.0,,,n/a
10894.588,,gemma3:4b,run2_p14,128.75,66.0,,,n/a
10895.112,,gemma3:4b,run2_p14,128.71,66.0,,,n/a
10895.641,,gemma3:4b,run2_p14,128.45,65.0,,,n/a
10896.164,,gemma3:4b,run2_p14,128.21,65.0,,,n/a
10896.691,,gemma3:4b,run2_p14,127.22,65.0,,,n/a
10897.215,,gemma3:4b,run2_p14,126.91,65.0,,,n/a
10897.738,,gemma3:4b,run2_p14,127.28,65.0,,,n/a
10898.260,,gemma3:4b,run2_p14,128.75,66.0,,,n/a
10898.785,,gemma3:4b,run2_p14,129.78,66.0,,,n/a
10899.318,,gemma3:4b,run2_p14,129.26,66.0,,,n/a
10899.843,,gemma3:4b,run2_p14,126.70,66.0,,,n/a
10900.366,,gemma3:4b,run2_p14,125.57,65.0,,,n/a
10900.892,,gemma3:4b,run2_p14,125.41,65.0,,,n/a
10901.418,,gemma3:4b,run2_p14,125.92,65.0,,,n/a
10901.941,,gemma3:4b,run2_p14,126.72,65.0,,,n/a
10902.486,,gemma3:4b,run2_p14,126.10,65.0,,,n/a
10903.012,,gemma3:4b,run2_p14,125.92,65.0,,,n/a
10903.539,,gemma3:4b,run2_p14,126.14,65.0,,,n/a
10904.063,,gemma3:4b,run2_p14,126.13,65.0,,,n/a
10904.589,,gemma3:4b,run2_p14,126.66,65.0,,,n/a
10905.115,,gemma3:4b,run3_p0,103.97,56.0,,,n/a
10905.660,,gemma3:4b,run3_p0,91.00,63.0,,,n/a
10906.200,,gemma3:4b,run3_p1,82.55,56.0,,,n/a
10906.723,,gemma3:4b,run3_p1,82.81,61.0,,,n/a
10907.291,,gemma3:4b,run3_p1,108.17,65.0,,,n/a
10907.814,,gemma3:4b,run3_p1,129.47,65.0,,,n/a
10908.340,,gemma3:4b,run3_p1,127.71,65.0,,,n/a
10908.870,,gemma3:4b,run3_p2,128.18,66.0,,,n/a
10909.398,,gemma3:4b,run3_p2,114.05,57.0,,,n/a
10909.936,,gemma3:4b,run3_p3,100.06,65.0,,,n/a
10910.462,,gemma3:4b,run3_p3,100.02,55.0,,,n/a
10911.024,,gemma3:4b,run3_p3,106.88,65.0,,,n/a
10911.551,,gemma3:4b,run3_p3,129.28,65.0,,,n/a
10912.084,,gemma3:4b,run3_p4,103.03,55.0,,,n/a
10912.609,,gemma3:4b,run3_p4,86.69,63.0,,,n/a
10913.137,,gemma3:4b,run3_p5,81.44,54.0,,,n/a
10913.661,,gemma3:4b,run3_p5,84.72,63.0,,,n/a
10914.185,,gemma3:4b,run3_p5,108.73,64.0,,,n/a
10914.725,,gemma3:4b,run3_p6,91.56,54.0,,,n/a
10915.250,,gemma3:4b,run3_p6,73.17,61.0,,,n/a
10915.776,,gemma3:4b,run3_p6,110.22,64.0,,,n/a
10916.306,,gemma3:4b,run3_p6,128.55,64.0,,,n/a
10916.829,,gemma3:4b,run3_p6,128.79,65.0,,,n/a
10917.356,,gemma3:4b,run3_p6,129.23,65.0,,,n/a
10917.880,,gemma3:4b,run3_p6,127.73,64.0,,,n/a
10918.408,,gemma3:4b,run3_p6,126.17,64.0,,,n/a
10918.933,,gemma3:4b,run3_p6,126.50,64.0,,,n/a
10919.457,,gemma3:4b,run3_p6,127.31,64.0,,,n/a
10919.980,,gemma3:4b,run3_p6,128.07,65.0,,,n/a
10920.504,,gemma3:4b,run3_p6,128.86,65.0,,,n/a
10921.026,,gemma3:4b,run3_p6,128.96,65.0,,,n/a
10921.553,,gemma3:4b,run3_p6,128.12,65.0,,,n/a
10922.075,,gemma3:4b,run3_p6,127.54,65.0,,,n/a
10922.598,,gemma3:4b,run3_p6,127.92,65.0,,,n/a
10923.120,,gemma3:4b,run3_p6,128.01,65.0,,,n/a
10923.645,,gemma3:4b,run3_p6,127.99,65.0,,,n/a
10924.169,,gemma3:4b,run3_p6,128.40,65.0,,,n/a
10924.691,,gemma3:4b,run3_p6,128.00,65.0,,,n/a
10925.215,,gemma3:4b,run3_p6,127.24,65.0,,,n/a
10925.756,,gemma3:4b,run3_p6,126.71,65.0,,,n/a
10926.282,,gemma3:4b,run3_p7,108.44,63.0,,,n/a
10926.807,,gemma3:4b,run3_p7,87.03,54.0,,,n/a
10927.346,,gemma3:4b,run3_p7,103.98,64.0,,,n/a
10927.871,,gemma3:4b,run3_p7,125.03,64.0,,,n/a
10928.396,,gemma3:4b,run3_p7,127.67,64.0,,,n/a
10928.920,,gemma3:4b,run3_p7,129.20,65.0,,,n/a
10929.445,,gemma3:4b,run3_p7,129.46,66.0,,,n/a
10929.974,,gemma3:4b,run3_p7,129.87,65.0,,,n/a
10930.498,,gemma3:4b,run3_p7,128.08,64.0,,,n/a
10931.026,,gemma3:4b,run3_p7,126.90,65.0,,,n/a
10931.554,,gemma3:4b,run3_p7,125.85,64.0,,,n/a
10932.087,,gemma3:4b,run3_p7,125.36,65.0,,,n/a
10932.618,,gemma3:4b,run3_p7,126.36,65.0,,,n/a
10933.142,,gemma3:4b,run3_p7,127.70,65.0,,,n/a
10933.674,,gemma3:4b,run3_p7,128.03,66.0,,,n/a
10934.201,,gemma3:4b,run3_p7,126.86,65.0,,,n/a
10934.725,,gemma3:4b,run3_p7,126.96,65.0,,,n/a
10935.250,,gemma3:4b,run3_p7,127.95,65.0,,,n/a
10935.774,,gemma3:4b,run3_p7,128.10,65.0,,,n/a
10936.297,,gemma3:4b,run3_p7,127.67,65.0,,,n/a
10936.820,,gemma3:4b,run3_p7,127.84,65.0,,,n/a
10937.344,,gemma3:4b,run3_p7,128.05,66.0,,,n/a
10937.877,,gemma3:4b,run3_p7,128.26,66.0,,,n/a
10938.405,,gemma3:4b,run3_p7,128.17,65.0,,,n/a
10938.932,,gemma3:4b,run3_p7,127.70,65.0,,,n/a
10939.458,,gemma3:4b,run3_p7,127.39,65.0,,,n/a
10939.998,,gemma3:4b,run3_p8,96.83,55.0,,,n/a
10940.525,,gemma3:4b,run3_p8,83.65,63.0,,,n/a
10941.073,,gemma3:4b,run3_p8,107.00,65.0,,,n/a
10941.602,,gemma3:4b,run3_p8,127.97,65.0,,,n/a
10942.131,,gemma3:4b,run3_p8,127.30,65.0,,,n/a
10942.662,,gemma3:4b,run3_p8,128.20,65.0,,,n/a
10943.186,,gemma3:4b,run3_p8,128.18,65.0,,,n/a
10943.711,,gemma3:4b,run3_p8,128.36,65.0,,,n/a
10944.236,,gemma3:4b,run3_p8,128.91,65.0,,,n/a
10944.761,,gemma3:4b,run3_p8,128.44,65.0,,,n/a
10945.287,,gemma3:4b,run3_p8,128.03,65.0,,,n/a
10945.810,,gemma3:4b,run3_p8,128.38,65.0,,,n/a
10946.333,,gemma3:4b,run3_p8,128.66,65.0,,,n/a
10946.861,,gemma3:4b,run3_p8,128.62,65.0,,,n/a
10947.386,,gemma3:4b,run3_p8,128.07,65.0,,,n/a
10947.912,,gemma3:4b,run3_p8,128.32,66.0,,,n/a
10948.437,,gemma3:4b,run3_p8,128.50,65.0,,,n/a
10948.961,,gemma3:4b,run3_p8,128.39,65.0,,,n/a
10949.489,,gemma3:4b,run3_p8,128.64,65.0,,,n/a
10950.014,,gemma3:4b,run3_p8,128.04,65.0,,,n/a
10950.539,,gemma3:4b,run3_p8,127.94,66.0,,,n/a
10951.062,,gemma3:4b,run3_p8,127.84,66.0,,,n/a
10951.589,,gemma3:4b,run3_p8,128.02,66.0,,,n/a
10952.114,,gemma3:4b,run3_p8,127.90,65.0,,,n/a
10952.639,,gemma3:4b,run3_p8,127.47,65.0,,,n/a
10953.165,,gemma3:4b,run3_p9,102.99,59.0,,,n/a
10953.690,,gemma3:4b,run3_p9,83.49,54.0,,,n/a
